company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
ASTRAZENECA PLC,https://www.astrazeneca.com,companies_house,,,2723534.0,CB2 0AA,Active,21100 - Manufacture of basic pharmaceutical products,GROUP,17/06/1992,31/12/2024,"1 FRANCIS CRICK AVENUE, CAMBRIDGE BIOMEDICAL CAMPUS, CAMBRIDGE",True,,,False,False,1992.0,"AstraZeneca is a multinational pharmaceutical company with significant operations in Cambridge. The company develops and manufactures prescription drugs across oncology, cardiovascular, respiratory, gastroenterology, and other therapeutic areas.","[""pharma"", ""biotech""]",established,"pharmaceutical manufacturing, drug development, oncology, cardiovascular, respiratory",1000+,actively_hiring,https://www.astrazeneca.com/careers,True,0,[],
ASTREA UK SERVICES LIMITED,,companies_house,,,12559260.0,CB23 7AJ,Active,72110 - Research and experimental development on biotechnology,SMALL,16/04/2020,31/12/2024,"UNIT 1 HORIZON PARK, BARTON ROAD, COMBERTON",True,,,False,False,2020.0,Biotechnology research and development company focused on research and experimental development. Based in the Cambridgeshire area specializing in life sciences research.,"[""biotech"", ""research""]",startup,"biotechnology, life sciences research, R&D",11-50,possibly_hiring,,False,0,[],
AUBAY UK LIMITED,https://www.aubay.com,companies_house,,,8709876.0,CB25 9AU,Active,62020 - Information technology consultancy activities,SMALL,30/09/2013,31/12/2024,"7 QUY COURT COLLIERS LANE, STOW-CUM-QUY, CAMBRIDGE",True,,,False,False,2013.0,"AUBAY is an international IT consulting firm providing digital transformation, business consulting, and software development services to enterprise clients. They focus on IT strategy, project management, and technology implementation across multiple sectors.","[""consulting"", ""software""]",established,"IT consulting, digital transformation, software development, business process management",200-1000,possibly_hiring,,False,0,[],
AUDINATE LTD,https://www.audinate.com,companies_house,,,7403340.0,CB4 2HY,Active,62090 - Other information technology service activities,SMALL,11/10/2010,30/06/2024,"FUTURE BUSINESS CENTRE, KINGS HEDGES ROAD, CAMBRIDGE",True,,,False,False,2010.0,"Audinate develops professional audio networking solutions, specializing in Dante audio-over-IP technology for live sound, broadcast, and installation markets. Their technology enables digital transmission of high-quality audio over standard network infrastructure.","[""hardware"", ""audio technology"", ""software""]",established,"audio networking, Dante, audio-over-IP, broadcast technology, pro audio",200-1000,possibly_hiring,,False,0,[],
AUGMENTRA LIMITED,,companies_house,,,5682551.0,CB4 0WS,Active,62012 - Business and domestic software development,SMALL,20/01/2006,31/12/2024,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2006.0,Augmentra Limited is a software development company based in Cambridge's St John's Innovation Centre. The company focuses on business and domestic software development services.,"[""software"", ""developer tools""]",startup,"software development, business applications",1-10,no_info,,False,0,[],
AVEVA FINANCE LIMITED,,companies_house,,,8442061.0,CB3 0HB,Active,62012 - Business and domestic software development,MEDIUM,12/03/2013,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,2013.0,"AVEVA Finance Limited is a finance subsidiary of the AVEVA Group, a major industrial software company. It supports financing operations for the parent company's global business.","[""software"", ""SaaS""]",established,"industrial software, enterprise resource planning, operations management",200-1000,no_info,,False,0,[],
AVEVA FINANCING LIMITED,,companies_house,,,11825818.0,CB3 0HB,Active,62012 - Business and domestic software development,MEDIUM,13/02/2019,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,2019.0,"AVEVA Financing Limited is a financing subsidiary of AVEVA Group, providing financial support for the parent company's operations and strategic initiatives.","[""software""]",established,"industrial software, enterprise solutions",200-1000,no_info,,False,0,[],
AVEVA GROUP LIMITED,https://www.aveva.com,companies_house,,,2937296.0,CB3 0HB,Active,"26309 - Manufacture of communication equipment other than telegraph, and telephone apparatus and equipment",FULL,09/06/1994,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,1994.0,"AVEVA Group is a multinational software company specializing in industrial operations and digital transformation solutions. They provide enterprise software for asset-intensive industries including engineering, manufacturing, utilities, and marine sectors.","[""software"", ""SaaS"", ""enterprise""]",established,"industrial software, SCADA, engineering design, operations management, digital twin, cloud",1000+,possibly_hiring,https://careers.aveva.com,True,0,[],
AVEVA LIMITED,https://www.aveva.com,companies_house,,,5249855.0,CB3 0HB,Active,58290 - Other software publishing,MEDIUM,05/10/2004,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,2004.0,"AVEVA Limited is the software publishing subsidiary of AVEVA Group, focusing on enterprise software products for process, plant, and power industries.","[""software"", ""SaaS""]",established,"software publishing, enterprise applications, industrial control",1000+,possibly_hiring,https://careers.aveva.com,True,0,[],
AVEVA SOFTWARE GB LIMITED,https://www.aveva.com,companies_house,,,3555875.0,CB4 0FY,Active,62012 - Business and domestic software development,FULL,27/04/1998,31/12/2024,"101 SCIENCE PARK, MILTON ROAD, CAMBRIDGE",True,,,False,False,1998.0,"AVEVA Software GB Limited is the main development subsidiary of AVEVA Group, developing enterprise software solutions for industrial operations and digital transformation.","[""software"", ""SaaS""]",established,"enterprise software development, industrial solutions, cloud platforms",1000+,actively_hiring,https://careers.aveva.com,True,0,[],
AVEVA SOLUTIONS LIMITED,https://www.aveva.com,companies_house,,,803680.0,CB3 0HB,Active,58290 - Other software publishing,FULL,04/05/1964,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,1964.0,AVEVA Solutions Limited is a subsidiary of AVEVA Group providing enterprise software solutions and services for industrial customers globally.,"[""software"", ""consulting""]",established,"enterprise solutions, software services, industrial applications",1000+,possibly_hiring,https://careers.aveva.com,True,0,[],
AVOS TECHNOLOGY LTD,,companies_house,,,13981977.0,CB1 7BN,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,16/03/2022,31/12/2024,"9 CLIFTON COURT, , CAMBRIDGE",True,,,False,False,2022.0,"AVOS Technology is an early-stage software development company founded in 2022, focusing on business and domestic software development applications.","[""software""]",startup,"software development, business applications",1-10,no_info,,False,0,[],
BANG THE TABLE (UK) PTY LTD,https://www.bangthetable.com,companies_house,,,7942888.0,CB3 0NA,Active,62090 - Other information technology service activities,SMALL,09/02/2012,31/12/2024,"GROUND FLOOR 3 WELLBROOK COURT, GIRTON, CAMBRIDGE",True,,,False,False,2012.0,"Bang the Table is a digital community engagement platform that enables organizations to consult with citizens and stakeholders online. Their SaaS solution facilitates civic participation, consultation, and feedback collection.","[""SaaS"", ""software""]",scaleup,"community engagement, civic tech, consultation platform, SaaS",51-200,possibly_hiring,,False,0,[],
BANGO RESALE LIMITED,https://www.bango.com,companies_house,,,12999158.0,CB4 0WZ,Active,62090 - Other information technology service activities,AUDIT EXEMPTION SUBSIDIARY,05/11/2020,31/12/2024,"MATRIX HOUSE, CAMBRIDGE BUSINESS PARK, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2020.0,Bango is a digital commerce company specializing in mobile payment solutions and carrier billing platforms for digital content distribution.,"[""fintech"", ""software""]",scaleup,"mobile payments, carrier billing, digital commerce, payment processing",200-1000,no_info,,False,0,[],
BANKTECH SOFTWARE SERVICES LIMITED,,companies_house,,,5865616.0,CB1 2LA,Active,62012 - Business and domestic software development,SMALL,04/07/2006,31/12/2023,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2006.0,Banktech Software Services is a software development firm providing banking and financial services technology solutions.,"[""fintech"", ""software""]",startup,"banking software, financial technology, software development",11-50,no_info,,False,0,[],
BIOSCEPTRE INTERNATIONAL LIMITED,,companies_house,,,8729489.0,CB1 2LA,Active,72110 - Research and experimental development on biotechnology,GROUP,11/10/2013,30/06/2025,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2013.0,Biosceptre International is a biotech research and development company conducting experimental development in biotechnology fields.,"[""biotech"", ""drug discovery""]",startup,"biotechnology, research and development, drug discovery",11-50,no_info,,False,0,[],
BIT2QUBIT TECHNOLOGIES LTD,,companies_house,,,15462994.0,CB24 1BP,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,02/02/2024,28/02/2025,"15 TEMPLE ROAD, NORTHSTOWE, CAMBRIDGE",True,,,False,False,2024.0,"Bit2Qubit Technologies is a very early-stage software development company founded in February 2024, likely focused on quantum computing or advanced software solutions.","[""software"", ""quantum computing""]",startup,"software development, quantum computing",1-10,no_info,,False,0,[],
BPLETE LIMITED,,companies_house,,,13439199.0,CB22 3FH,Active,72110 - Research and experimental development on biotechnology,SMALL,04/06/2021,31/08/2024,"BUILDING 950 BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2021.0,Bplete Limited is a biotech company conducting research and experimental development in biotechnology at Babraham Research Campus.,"[""biotech""]",startup,"biotechnology, research and development, bioscience",11-50,no_info,,False,0,[],
C&R WISE AI LIMITED,,companies_house,,,12893358.0,CB4 0WS,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,21/09/2020,30/09/2024,"UNIT 2.16, ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2020.0,"C&R Wise AI is an AI/machine learning software development company founded in 2020, based at St John's Innovation Centre focusing on artificial intelligence solutions.","[""AI/ML"", ""software""]",startup,"artificial intelligence, machine learning, AI development, deep learning",1-10,no_info,,False,0,[],
CAMBRIDGE ANTIBODY TECHNOLOGY GROUP LIMITED,https://www.cambridgeantibody.com,companies_house,,,3234033.0,CB2 0AA,Active,72190 - Other research and experimental development on natural sciences and engineering,FULL,05/08/1996,31/12/2024,"1 FRANCIS CRICK AVENUE, CAMBRIDGE BIOMEDICAL CAMPUS, CAMBRIDGE",True,,,False,False,1996.0,Cambridge Antibody Technology Group is a biopharmaceutical research company specializing in antibody technology and therapeutic development. They conduct research into monoclonal antibodies and recombinant therapeutic proteins.,"[""biotech"", ""pharma"", ""drug discovery""]",established,"antibody technology, monoclonal antibodies, recombinant proteins, drug discovery, phage display",200-1000,possibly_hiring,,False,0,[],
CAMBRIDGE BIOMEDICAL CAMPUS LTD,,companies_house,,,13471389.0,CB2 0QQ,Active,72110 - Research and experimental development on biotechnology,SMALL,22/06/2021,30/06/2024,"ADDENBROOKES HOSPITAL BOX 146 CAMBRIDGE BIOMEDICAL CAMPUS, HILLS ROAD, CAMBRIDGE",True,,,False,False,2021.0,Cambridge Biomedical Campus Ltd is a research and development organization supporting biotech and biomedical research initiatives at Cambridge Biomedical Campus.,"[""biotech"", ""research""]",startup,"biomedical research, biotechnology, research services",11-50,no_info,,False,0,[],
CAMBRIDGE COGNITION LIMITED,https://www.cambridgecognition.com,companies_house,,,4338746.0,CB25 9TU,Active,62012 - Business and domestic software development,FULL,12/12/2001,31/12/2024,"TUNBRIDGE COURT TUNBRIDGE LANE, BOTTISHAM, CAMBRIDGE",True,,,False,False,2001.0,Cambridge Cognition is a healthcare software company developing digital biomarkers and cognitive assessment tools for clinical trials and remote monitoring. They specialize in neuroscience-focused digital health solutions.,"[""healthtech"", ""software"", ""medtech""]",scaleup,"digital health, cognitive assessment, digital biomarkers, neuroscience, clinical software",51-200,possibly_hiring,https://www.cambridgecognition.com/careers,True,0,[],
CAMBRIDGE ELECTRIC CEMENT LTD,,companies_house,,,14263992.0,CB1 2JD,Active,72190 - Other research and experimental development on natural sciences and engineering,UNAUDITED ABRIDGED,29/07/2022,31/07/2024,"3RD FLOOR, 22 STATION ROAD, CAMBRIDGE",True,,,False,False,2022.0,Cambridge Electric Cement is a materials science and engineering research company focused on developing innovative cement and construction materials.,"[""cleantech"", ""research""]",startup,"materials science, cement technology, engineering research, construction innovation",1-10,no_info,,False,0,[],
CAMBRIDGE ENVIRONMENTAL RESEARCH CONSULTANTS LIMITED,https://www.cerc.co.uk,companies_house,,,1926883.0,CB2 1SJ,Active,72190 - Other research and experimental development on natural sciences and engineering,SMALL,28/06/1985,31/12/2024,"3 KINGS PARADE, CAMBRIDGE, CAMBS",True,,,False,False,1985.0,"Cambridge Environmental Research Consultants is an environmental science consultancy specializing in air quality modeling, atmospheric research, and environmental impact assessment.","[""research"", ""cleantech""]",established,"environmental modeling, air quality, atmospheric science, research consulting",51-200,possibly_hiring,,False,0,[],
